Location_Name,Register_Number,Endpoint_SN,Meter_ID,Meter_SN,Read_Time,Service_Point_Timezone,Read,Read_Unit,Read_Method,Encoder_Read,Flow_Time,Flow_Unit,Flow,Account_ID,Location_ID,Account_Full_Name,Billing_Address_Line1,Billing_Address_Line2,Billing_Address_Line3,Billing_City,Billing_State,Billing_ZIP,Location_Address_Line1,Location_City,Location_State,Location_ZIP,Service_Point_ID,Service_Point_Class_Code,Service_Point_Route,Service_Point_Cycle,Meter_Manufacturer,Meter_Model,Register_Resolution,Register_Unit_Of_Measure,Meter_Size,Meter_Size_Desc,Dials,Service_Point_Latitude,Service_Point_Longitude,Endpoint_Type,Connector Type,Endpoint Status,Battery Level,Signal Strength,Last Comm. Time,Last Gateway Id,Estimated Flag,Current Leak Start Date,Current Leak Rate Per Hour,Backflow (gal/30 days),Supply_Zone_ID,Demand_Zone_ID
LSC Lawn,,130679849,221294826,221294826,2023-08,US/Central,1961.712,KGAL,Network,19617120,2023-08,Gallons,340298,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2023-09,US/Central,2144.148,KGAL,Network,21441480,2023-09,Gallons,182436,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2023-10,US/Central,2444.261,KGAL,Network,24442610,2023-10,Gallons,300113,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2023-11,US/Central,2659.269,KGAL,Network,26592690,2023-11,Gallons,215008,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2023-12,US/Central,2707.654,KGAL,Network,27076540,2023-12,Gallons,48385,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-01,US/Central,2707.77,KGAL,Network,27077700,2024-01,Gallons,116,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-02,US/Central,2881.389,KGAL,Network,28813890,2024-02,Gallons,173619,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-03,US/Central,2992.693,KGAL,Network,29926930,2024-03,Gallons,111093,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-04,US/Central,3097.592,KGAL,Network,30975920,2024-04,Gallons,104631,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-05,US/Central,3232.974,KGAL,Network,32329740,2024-05,Gallons,135330,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
LSC Lawn,,130679849,221294826,221294826,2024-06,US/Central,3360.749,KGAL,Network,33607490,2024-06,Gallons,127775,98806,98806,LSC Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98806-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.657617,-95.442442,J,None,Active,good,good,2024-08,,0,2024-08,8,,,
McNair Hall - A,,121578747,221294833,221294833,2023-07,US/Central,473.611,KGAL,Network,4736110,2023-07,Gallons,715,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-07,US/Central,502.673,KGAL,Network,5026730,2023-07,Gallons,78057,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-08,US/Central,613.01,KGAL,Network,6130100,2023-08,Gallons,5852,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-08,US/Central,661.866,KGAL,Network,6618660,2023-08,Gallons,153341,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-09,US/Central,738.774,KGAL,Network,7387740,2023-09,Gallons,5443,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-09,US/Central,807.951,KGAL,Network,8079510,2023-09,Gallons,140642,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-10,US/Central,868.184,KGAL,Network,8681840,2023-10,Gallons,93,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-10,US/Central,946.489,KGAL,Network,9464890,2023-10,Gallons,138445,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-11,US/Central,1069.715,KGAL,Network,10697150,2023-11,Gallons,9321,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-11,US/Central,1072.13,KGAL,Network,10721300,2023-11,Gallons,116320,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-12,US/Central,1131.929,KGAL,Network,11319290,2023-12,Gallons,58192,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2023-12,US/Central,1132.1562,KGAL,Network,11321562,2023-12,Gallons,1834.2,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-01,US/Central,1212.651,KGAL,Network,12126510,2024-01,Gallons,70.8,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-01,US/Central,1230.28,KGAL,Network,12302800,2024-01,Gallons,98053,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-02,US/Central,1354.253,KGAL,Network,13542530,2024-02,Gallons,10044,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-02,US/Central,1360.885,KGAL,Network,13608850,2024-02,Gallons,120561,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-03,US/Central,1481.597,KGAL,Network,14815970,2024-03,Gallons,9925,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-03,US/Central,1490.238,KGAL,Network,14902380,2024-03,Gallons,119428,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-04,US/Central,1544.534,KGAL,Network,15445340,2024-04,Gallons,1874,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-04,US/Central,1624.488,KGAL,Network,16244880,2024-04,Gallons,132376,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-05,US/Central,1679.211,KGAL,Network,16792110,2024-05,Gallons,2001,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-05,US/Central,1686.027,KGAL,Network,16860270,2024-05,Gallons,59538,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-06,US/Central,1704.423,KGAL,Network,17044230,2024-06,Gallons,1845,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,1,,,,,
McNair Hall - A,,121578747,221294833,221294833,2024-06,US/Central,1732.896,KGAL,Network,17328960,2024-06,Gallons,45024,98819,98819,McNair Hall - A,,,,,,,6100 Main Street,Houston,TX,77005,98819-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720573,-95.401105,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-07,US/Central,221.577,KGAL,Network,2215770,2023-07,Gallons,46564,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-08,US/Central,291.259,KGAL,Network,2912590,2023-08,Gallons,69682,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-09,US/Central,327.458,KGAL,Network,3274580,2023-09,Gallons,36199,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-10,US/Central,354.81,KGAL,Network,3548100,2023-10,Gallons,27352,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-11,US/Central,366.666,KGAL,Network,3666660,2023-11,Gallons,11856,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2023-12,US/Central,370.426,KGAL,Network,3704260,2023-12,Gallons,3760,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-01,US/Central,374.718,KGAL,Network,3747180,2024-01,Gallons,4292,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-02,US/Central,396.152,KGAL,Network,3961520,2024-02,Gallons,21434,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-03,US/Central,416.464,KGAL,Network,4164640,2024-03,Gallons,20312,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-04,US/Central,447.048,KGAL,Network,4470480,2024-04,Gallons,30584,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-05,US/Central,458.71,KGAL,Network,4587100,2024-05,Gallons,11662,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Holistic Garden,,130679255,221294844,221294844,2024-06,US/Central,478.124,KGAL,Network,4781240,2024-06,Gallons,19414,98808,98808,Holistic Garden,,,,,,,6100 Main Street,Houston,TX,77005,98808-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.71832,-95.405046,J,None,Active,good,good,2024-08,,0,,,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-07,US/Central,2715.427,KGAL,Network,27154270,2023-07,Gallons,879781,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-08,US/Central,3951.965,KGAL,Network,39519650,2023-08,Gallons,1236538,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-09,US/Central,4418.765,KGAL,Network,44187650,2023-09,Gallons,466800,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-10,US/Central,4740.139,KGAL,Network,47401390,2023-10,Gallons,321374,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-11,US/Central,4992.908,KGAL,Network,49929080,2023-11,Gallons,252769,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2023-12,US/Central,5332.794,KGAL,Network,53327940,2023-12,Gallons,339886,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-01,US/Central,5431.192,KGAL,Network,54311920,2024-01,Gallons,98398,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-02,US/Central,5674.79,KGAL,Network,56747900,2024-02,Gallons,243598,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-03,US/Central,5907.305,KGAL,Network,59073050,2024-03,Gallons,232515,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-04,US/Central,6267.423,KGAL,Network,62674230,2024-04,Gallons,356384,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-05,US/Central,6426.566,KGAL,Network,64265660,2024-05,Gallons,159093,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Intramural Field Lawn,,130778008,221294851,221294851,2024-06,US/Central,6570.852,KGAL,Network,65708520,2024-06,Gallons,143864,98807,98807,Intramural Field Lawn,,,,,,,6100 Main Street,Houston,TX,77005,98807-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720183,-95.404112,J,None,Active,good,good,2024-08,,0,2024-07,16,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2023-09,US/Central,11.3051,KGAL,Network,1130510,2023-09,Gallons,9551.9,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2023-10,US/Central,90.1277,KGAL,Network,9012770,2023-10,Gallons,78822.6,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2023-11,US/Central,117.7922,KGAL,Network,11779220,2023-11,Gallons,27664.5,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2023-12,US/Central,133.3943,KGAL,Network,13339430,2023-12,Gallons,15602.1,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-01,US/Central,142.8349,KGAL,Network,14283490,2024-01,Gallons,9440.6,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-02,US/Central,163.6584,KGAL,Network,16365840,2024-02,Gallons,20823.5,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-03,US/Central,205.5529,KGAL,Network,20555290,2024-03,Gallons,41894.5,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-04,US/Central,278.4198,KGAL,Network,27841980,2024-04,Gallons,72866.9,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-05,US/Central,417.2901,KGAL,Network,41729010,2024-05,Gallons,138870.3,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
Biology Condensate Recovery,,130791795,221504657,221504657,2024-06,US/Central,557.223,KGAL,Network,55722300,2024-06,Gallons,139932.9,98839,98839,Biology Condensate Recovery,,,,,,,6100 Main Street,Houston,TX,77005,98839-01,,Rice,,Badger,E-Series,0.01,GAL,1,"1""",9,29.718717,-95.402343,J,None,Active,good,good,2024-08,,0,2024-06,62,,,
O'Connor Building - HRW,,132089784,221676752,221676752,2024-04,US/Central,546.121,KGAL,Network,5461210,2024-04,Gallons,2085,98857,98857,O'Connor Building - HRW,,,,,,,6100 Main Street,Houston,TX,77005,98857-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building - HRW,,132089784,221676752,221676752,2024-05,US/Central,599.172,KGAL,Network,5991720,2024-05,Gallons,53051,98857,98857,O'Connor Building - HRW,,,,,,,6100 Main Street,Houston,TX,77005,98857-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building - HRW,,132089784,221676752,221676752,2024-06,US/Central,647.258,KGAL,Network,6472580,2024-06,Gallons,48086,98857,98857,O'Connor Building - HRW,,,,,,,6100 Main Street,Houston,TX,77005,98857-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building - HRW Makeup,,132089957,221676753,221676753,2024-04,US/Central,433.909,KGAL,Network,4339090,2024-04,Gallons,990,98858,98858,O'Connor Building - HRW Makeup:,,,,,,,6100 Main Street,Houston,TX,77005,98858-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building - HRW Makeup,,132089957,221676753,221676753,2024-05,US/Central,433.909,KGAL,Network,4339090,2024-05,Gallons,0,98858,98858,O'Connor Building - HRW Makeup:,,,,,,,6100 Main Street,Houston,TX,77005,98858-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building - HRW Makeup,,132089957,221676753,221676753,2024-06,US/Central,433.909,KGAL,Network,4339090,2024-06,Gallons,0,98858,98858,O'Connor Building - HRW Makeup:,,,,,,,6100 Main Street,Houston,TX,77005,98858-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building,,132088936,221682359,221682359,2024-04,US/Central,3197.076,KGAL,Network,31970760,2024-04,Gallons,68364,98856,99856,O'Connor Building,,,,,,,6100 Main Street,Houston,TX,77005,98856-01,,Rice,,Badger,E-Series,0.1,GAL,4,"4""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
O'Connor Building,,132088936,221682359,221682359,2024-05,US/Central,3331.218,KGAL,Network,33312180,2024-05,Gallons,134142,98856,99856,O'Connor Building,,,,,,,6100 Main Street,Houston,TX,77005,98856-01,,Rice,,Badger,E-Series,0.1,GAL,4,"4""",9,29.720946,-95.398911,J,None,Active,good,good,2024-08,,0,,,,,
